Text,Label,ID,Offsets,,,
Percona consultants have decades of experience solving complex database and database performance issues and design challenges.,None,article_00457.pre.xmi:005,[],,,
"We consult on the full LAMP stack, from hardware to operating systems and right up through the database and web tiers.",None,article_00457.pre.xmi:006,[],,,
"Because we are both broadly and deeply experienced, we can help build complete solutions.",None,article_00457.pre.xmi:007,[],,,
Our consultants work both remotely and on site.,None,article_00457.pre.xmi:008,[],,,
We can also provide full-time or part-time interim staff to cover employee absences or provide extra help on big projects.,None,article_00457.pre.xmi:009,[],,,
Percona was founded in August 2006 by Peter Zaitsev and Vadim Tkachenko and now employs a global network of experts with a staff of over 125 people.,None,article_00457.pre.xmi:010,[],,,
Our customer list is large and diverse and we have one of the highest renewal rates in the business.,None,article_00457.pre.xmi:011,[],,,
Our expertise is visible in our widely read Percona Database Performance blog and our book High Performance MySQL.,None,article_00457.pre.xmi:012,[],,,
"To put Percona's expertise to work for you, please contact us .",None,article_00457.pre.xmi:013,[],,,
General Inquiries,None,article_00457.pre.xmi:014,[],,,
"Achieve significant, risk-free returns on cash",None,article_00458.pre.xmi:001,[],,,
Improve the health of your supply chain,None,article_00458.pre.xmi:002,[],,,
Hit CSR targets,None,article_00458.pre.xmi:003,[],,,
Immediate cash flow at competitive rates,None,article_00458.pre.xmi:004,[],,,
No complicated contracts or 3rd party hassle,None,article_00458.pre.xmi:005,[],,,
No additional debt on the balance sheet,None,article_00458.pre.xmi:006,[],,,
Totally optional & flexible capital,None,article_00458.pre.xmi:007,[],,,
WILL CRUMBIE - FAT FACE CFO,None,article_00458.pre.xmi:008,[],,,
"""Xelix helped us to achieve significant returns on our spare cash, whilst keeping our suppliers happy.",None,article_00458.pre.xmi:009,[],,,
"A great piece of technology; hassle free & easy to use.""",None,article_00458.pre.xmi:010,[],,,
Why Xelix?,None,article_00458.pre.xmi:011,[],,,
Xelix effortlessly manages the process of early settlement discount across the whole supply chain.,About,article_00458.pre.xmi:012,"[{u'text': 'effortlessly manages the process of early settlement discount', u'endOffset': 67, u'beginOffset': 6, u'label': u'ValueProposition'}]",,,
Buyers simply upload approved invoices and our intuitive platform does the rest.,None,article_00458.pre.xmi:013,[],,,
NO COMPLICATED SYSTEMS INTEGRATION,None,article_00458.pre.xmi:014,[],,,
Xelix works as a standalone platform and can be up-and running in a matter of days.,None,article_00458.pre.xmi:015,[],,,
NO CHANGE TO EXISTING PAYMENT OR INVOICING PROCESS,None,article_00458.pre.xmi:016,[],,,
We don't force you to adopt new systems or complicated processes - Xelix fits around you.,None,article_00458.pre.xmi:017,[],,,
USE IN-LINE WITH SEASONALITY & CASH FLOW,None,article_00458.pre.xmi:018,[],,,
Offer early payment only when you have the available funds.,None,article_00458.pre.xmi:019,[],,,
PAIN FREE FOR,None,article_00458.pre.xmi:020,[],,,
"Intuitive, email based offer process means no supplier onboarding required.",None,article_00458.pre.xmi:021,[],,,
Our customers are achieving double-digit APR's on their spare cash with absolutely no risk.,None,article_00458.pre.xmi:022,[],,,
Thanks - we'll get back to you as soon as possible.,None,article_00458.pre.xmi:023,[],,,
Send,None,article_00458.pre.xmi:024,[],,,
×,None,article_00459.pre.xmi:001,[],,,
Daniel Anderson,None,article_00459.pre.xmi:002,[],,,
"Dr. Anderson is an Associate Professor in Division of Cardiovascular Medicine, Department of Internal Medicine at the University of Nebraska Medical Center.",None,article_00459.pre.xmi:003,[],,,
He is currently an Electrophysiology staff member and Chief and Medical Director of the Section of Cardiac Electorphysiology.,None,article_00459.pre.xmi:004,[],,,
He received his Doctorate of Medicine and his Doctorate of Philosophy in Molecular and Cellular Biology at the University of Nebraska Medical Center.,None,article_00459.pre.xmi:005,[],,,
His internal medicine and cardiovascular clinical training programs were performed at the University of Nebraska Medical Center.,None,article_00459.pre.xmi:006,[],,,
"Dr. Anderson's specific clinical interests include understanding the aspects and contributing factors involved in atrial and ventricular arrhythmias, as well as in atherosclerosis and ischemic cardiomyopathy.",None,article_00459.pre.xmi:007,[],,,
"Such arrhythmias are conditions in which the electrical activity of the heart is irregular, is faster or slower than normal and can be life threatening.",None,article_00459.pre.xmi:008,[],,,
Molecular and cellular immunology is the foundation of Dr. Anderson's research.,None,article_00459.pre.xmi:009,[],,,
Dr. Anderson has a specific focus and interest in innate immunity (preexisting immunity) and how such immune responses contribute to the mechanisms of cardiovascular disease processes.,None,article_00459.pre.xmi:010,[],,,
"His studies have specifically focused on underlying mechanisms of viral myocarditis, atherosclerotic disease and the impact inflammation has on cardiac rhythm abnormalities.",None,article_00459.pre.xmi:011,[],,,
Recent studies have detailed the role of inflammation in arrhythmogenesis and atherosclerosis.,None,article_00459.pre.xmi:012,[],,,
Dr. Anderson has also detailed the utility of microbubble technology in the detection and monitoring of vascular inflammation.,None,article_00459.pre.xmi:013,[],,,
© 2016 Geneva Health Solutions.,None,article_00459.pre.xmi:014,[],,,
All Rights Reserved.,None,article_00459.pre.xmi:015,[],,,
About Us,None,article_00460.pre.xmi:001,[],,,
Mission,None,article_00460.pre.xmi:002,[],,,
"Our mission is to develop, finance, and operate cost-effective energy storage assets, creating new value for utilities and end users.",About,article_00460.pre.xmi:003,"[{u'text': 'Our', u'endOffset': 3, u'beginOffset': 0, u'label': u'Company'}, {u'text': 'develop, finance, and operate cost-effective energy storage assets, creating new value for utilities and end users', u'endOffset': 132, u'beginOffset': 18, u'label': u'Purpose'}]",,,
Philosophy,None,article_00460.pre.xmi:004,[],,,
"Energy storage is a critical component in the reliable, cost-efficient, smart, and green electricity grid of the 21st century.",None,article_00460.pre.xmi:005,[],,,
"For utilities, energy storage is a utility-grade tool that can provide targeted capacity and load relief in congested areas by utilizing cost-effective and environmentally-friendly technologies.",None,article_00460.pre.xmi:006,[],,,
These assets can replace costly infrastructure upgrades and can be sited directly in problem areas where traditional generation cannot.,None,article_00460.pre.xmi:007,[],,,
"For end users, energy storage can provide reliability and power quality to enhance business operations while simultaneously reducing energy costs and / or creating new sources of revenue.",None,article_00460.pre.xmi:008,[],,,
"By providing energy storage as a service, Convergent reduces the risks and complexity of deploying energy storage assets while allowing our customers to realize all the benefits energy storage has to offer.",About,article_00460.pre.xmi:009,"[{u'text': 'energy storage', u'endOffset': 27, u'beginOffset': 13, u'label': u'ProductService'}, {u'text': 'reduces the risks and complexity of deploying energy storage assets while allowing our customers to realize all the benefits energy storage has to offer', u'endOffset': 205, u'beginOffset': 53, u'label': u'ValueProposition'}]",,,
Team,None,article_00460.pre.xmi:010,[],,,
Convergent's core development team brings a deep knowledge and intimate understanding of the electricity sector to each of its projects.,About,article_00460.pre.xmi:011,"[{u'text': 'Convergent', u'endOffset': 10, u'beginOffset': 0, u'label': u'Company'}, {u'text': 'electricity sector', u'endOffset': 111, u'beginOffset': 93, u'label': u'MarketSegment'}]",,,
This includes a management team based in New York City as well as an experienced group of project executives located throughout the United States and Canada.,None,article_00460.pre.xmi:012,[],,,
"Convergent's team has extensive expertise in utility infrastructure engineering and operations, advanced technology and Smart Grid applications, and grid-scale project development and execution.",None,article_00460.pre.xmi:013,[],,,
"Convergent leverages best-in-class internal talent for its detailed financial modeling, data collection and analysis, and the creation of cutting edge, proprietary and patented market dispatch algorithms and software tools to create optimal value for our customers, tailored to fit each customer's specific needs.",About,article_00460.pre.xmi:014,"[{u'text': 'Convergent', u'endOffset': 10, u'beginOffset': 0, u'label': u'Company'}, {u'text': 'financial modeling, data collection and analysis, and the creation of cutting edge, proprietary and patented market dispatch algorithms and software tools', u'endOffset': 222, u'beginOffset': 68, u'label': u'ProductService'}, {u'text': ""optimal value for our customers, tailored to fit each customer's specific needs"", u'endOffset': 312, u'beginOffset': 233, u'label': u'ValueProposition'}]",,,
"Convergent leverages an exclusive project development team with thousands of megawatts of origination and execution experience in the power industry, representing billions of dollars in transactions.",None,article_00460.pre.xmi:015,[],,,
Contact Us,None,article_00460.pre.xmi:016,[],,,
Organization,None,article_00461.pre.xmi:001,[],,,
About Us,None,article_00461.pre.xmi:002,[],,,
"We are a company dedicated to translating state-of-the art science into novel medicines for the treatment of diseases that pose great challenges to patients, their physicians and their families.",About,article_00461.pre.xmi:003,"[{u'text': u'We', u'endOffset': 2, u'beginOffset': 0, u'label': u'Company'}, {u'text': u'translating state-of-the art science into novel medicines for the treatment of diseases that pose great challenges', u'endOffset': 144, u'beginOffset': 30, u'label': u'Purpose'}, {u'text': u'patients, their physicians and their families', u'endOffset': 193, u'beginOffset': 148, u'label': u'MarketProfile'}]",,,
"Our strength derives from our focus on a small family of diseases, the skills and experience of our team and the commitment of our patients, physicians and scientists who work with us.",None,article_00461.pre.xmi:004,[],,,
The very nature of disease is now being understood in molecular terms brought about by the use of powerful technologies that reveal the underlying genetics in diseased cells.,None,article_00461.pre.xmi:005,[],,,
This is especially true for cancer which is fundamentally a disease of gene mutations.,None,article_00461.pre.xmi:006,[],,,
"If genetics is the study of inherited variability, and genomics the study of the entire complement of each person's DNA, epigenetics is the science shedding light on the factors that influence gene expression that are not accounted for by classical genetics, namely, variations in DNA.",None,article_00461.pre.xmi:007,[],,,
What is now coming into molecular focus is the mechanism by which the environment talks to the genome and the cell talks back.,None,article_00461.pre.xmi:008,[],,,
This approach has its greatest impact by changing the expression of genes by modifying the environment around DNA rather than the DNA itself.,None,article_00461.pre.xmi:009,[],,,
The confluence of these three related sciences is providing the insight that is generating a new wave of medicines for the treatment of cancer and other diseases of gene expression.,None,article_00461.pre.xmi:010,[],,,
"Imago BioSciences is translating these insights into high impact therapeutic programs aimed at transforming treatments allowing patients to live longer, disease-free lives.",About,article_00461.pre.xmi:011,"[{u'text': u'Imago BioSciences', u'endOffset': 17, u'beginOffset': 0, u'label': u'Company'}, {u'text': u'transforming treatments allowing patients to live longer, disease-free lives', u'endOffset': 171, u'beginOffset': 95, u'label': u'ValueProposition'}]",,,
© 2014 Imago BioSciences.,None,article_00461.pre.xmi:012,[],,,
All rights reserved.,None,article_00461.pre.xmi:013,[],,,
Disclaimer: Imago Biosciences™ is in no way affiliated with Imago Pharmaceuticals™.,None,article_00461.pre.xmi:014,[],,,
Palliative Care,None,article_00462.pre.xmi:001,[],,,
I AM GREAT LAKES CARING,None,article_00462.pre.xmi:002,[],,,
Great Lakes Caring understands that the value and quality of our care relies upon the ability and satisfaction of our employees.,None,article_00462.pre.xmi:003,[],,,
We prioritize patient care and employee satisfaction above corporate profitability.,None,article_00462.pre.xmi:004,[],,,
"Because our core values underscore the foundation of our culture, we developed I Am Great Lakes Caring to ensure that every employee embraces and is committed to our company's focus and mission.",None,article_00462.pre.xmi:005,[],,,
Our Commitment,None,article_00462.pre.xmi:006,[],,,
Great Lakes Caring is committed to providing the right care at the right time in the right place to ensure we deliver a value-based health care solution.,About,article_00462.pre.xmi:007,"[{u'text': 'Great Lakes Caring', u'endOffset': 18, u'beginOffset': 0, u'label': u'Company'}, {u'text': 'health care solution', u'endOffset': 152, u'beginOffset': 132, u'label': u'ProductService'}]",,,
Patients.,None,article_00462.pre.xmi:008,[],,,
Caring is at the heart of everything we do.,None,article_00462.pre.xmi:009,[],,,
"By combining the compassion and skill of the industry's best clinicians with advanced technology and innovation, we deliver high quality care to our patients at every visit.",About,article_00462.pre.xmi:010,"[{u'text': 'we', u'endOffset': 115, u'beginOffset': 113, u'label': u'Company'}, {u'text': 'high quality care', u'endOffset': 141, u'beginOffset': 124, u'label': u'ValueProposition'}, {u'text': 'patients', u'endOffset': 157, u'beginOffset': 149, u'label': u'MarketProfile'}]",,,
Employees.,None,article_00462.pre.xmi:011,[],,,
Our employees are accomplished health care professionals who work diligently to be the best and ensure that every patient receives the best care.,About,article_00462.pre.xmi:012,"[{u'text': 'Our', u'endOffset': 3, u'beginOffset': 0, u'label': u'Company'}, {u'text': 'every patient receives the best care', u'endOffset': 144, u'beginOffset': 108, u'label': u'ValueProposition'}]",,,
We are committed to the continued enrichment of our employees' careers.,None,article_00462.pre.xmi:013,[],,,
Referral Source Partners.,None,article_00462.pre.xmi:014,[],,,
Great Lakes Caring aligns the interests of our post-acute partners to support patients' care plans throughout the continuum.,None,article_00462.pre.xmi:015,[],,,
Payors.,None,article_00462.pre.xmi:016,[],,,
"By promoting person-centered care through patient engagement, we produce higher patient satisfaction and increased customer value by reducing unnecessary hospitalization readmissions.",About,article_00462.pre.xmi:017,"[{u'text': 'By promoting person-centered care through patient engagement, we produce higher patient satisfaction and increased customer value by reducing unnecessary hospitalization readmissions', u'endOffset': 182, u'beginOffset': 0, u'label': u'ValueProposition'}]",,,
• Easy ordering and order tracking options,None,article_00463.pre.xmi:001,[],,,
• Market leading reporting and purchasing analytics,None,article_00463.pre.xmi:002,[],,,
• World-class corporate responsibility,None,article_00463.pre.xmi:003,[],,,
Industry's largest distribution network.,None,article_00463.pre.xmi:004,[],,,
"It's not enough just stocking a range of more than 60,000 different items – we need to be able to get them out to our customers fast and reliably.",None,article_00463.pre.xmi:005,[],,,
"That's why we have invested heavily in our national distribution network, making it one of the country's best.",None,article_00463.pre.xmi:006,[],,,
"With 32 locations across Australia and New Zealand, your nearest Staples office is never far away.",About,article_00463.pre.xmi:007,"[{u'text': u'Australia and New Zealand', u'endOffset': 50, u'beginOffset': 25, u'label': u'MarketLocation'}, {u'text': u'Staples', u'endOffset': 72, u'beginOffset': 65, u'label': u'Company'}]",,,
Our vast national stock holding capabilities enable us to reach all corners of the countries with ease.,None,article_00463.pre.xmi:008,[],,,
Staples Advantage offers you the best value solutions.,About,article_00463.pre.xmi:009,"[{u'text': u'Staples Advantage', u'endOffset': 17, u'beginOffset': 0, u'label': u'Company'}, {u'text': u'best value solutions', u'endOffset': 53, u'beginOffset': 33, u'label': u'ValueProposition'}]",,,
Getting our products to you.,None,article_00463.pre.xmi:010,[],,,
"Over 80,000 parcels are delivered to customers every working day.",None,article_00463.pre.xmi:011,[],,,
"Through our network of over 200 delivery vans, we can make next business day deliveries to 96% of Australian businesses, whilst ensuring your products arrive intact and undamaged.",None,article_00463.pre.xmi:012,[],,,
State-of-the-art national distribution centre,None,article_00463.pre.xmi:013,[],,,
"The centrepiece of our fulfilment capabilities is our National Distribution Centre in Erskine Park, NSW.",None,article_00463.pre.xmi:014,[],,,
"The centre houses over 60,000 different products with 160,000 items picked daily.",None,article_00463.pre.xmi:015,[],,,
"Developed through pioneering environmental sustainability design principles, it is a best practice example of sustainable development for the industrial sector in Australia.",None,article_00463.pre.xmi:016,[],,,
The site was selected by the Green Building Council of Australia under the Green Star-Industrial PILOT project to help create green standards for industrial buildings.,None,article_00463.pre.xmi:017,[],,,
Watch the video to find out some more fast facts about our Erskine Park facility.,None,article_00463.pre.xmi:018,[],,,
Delivery options to suit your needs,None,article_00463.pre.xmi:019,[],,,
"Our friendly drivers are experienced and trained, and many are inducted with secure access to our customers to make deliveries seamlessly throughout buildings or security areas.",None,article_00463.pre.xmi:020,[],,,
You can even receive orders outside of business hours.,None,article_00463.pre.xmi:021,[],,,
Our distribution network:,None,article_00463.pre.xmi:022,[],,,
• Next day delivery to over 96% of Australian businesses,None,article_00463.pre.xmi:023,[],,,
• Stock holding capabilities in over 25 locations throughout Australia and New Zealand,None,article_00463.pre.xmi:024,[],,,
• Regional Distribution Centres in every state,None,article_00463.pre.xmi:025,[],,,
"• Dedicated delivery drivers, offering desktop delivery",None,article_00463.pre.xmi:026,[],,,
"• High-tech Distribution Centres, state of the art inventory and distribution management systems",None,article_00463.pre.xmi:027,[],,,
• GPS tracking and electronic Proof of Delivery,None,article_00463.pre.xmi:028,[],,,
• Innovative 'Authority to Leave' barcode scanning (Staples Spot),None,article_00463.pre.xmi:029,[],,,
• National fill rate in excess of 98.5%.,None,article_00463.pre.xmi:030,[],,,
"We don't just deliver to your local area, we work there too.",None,article_00463.pre.xmi:031,[],,,
"We have 1,600 staff throughout Australia and New Zealand, demonstrating our commitment to employ within the local community.",About,article_00463.pre.xmi:032,"[{u'text': u'We', u'endOffset': 2, u'beginOffset': 0, u'label': u'Company'}, {u'text': u'Australia and New Zealand', u'endOffset': 56, u'beginOffset': 31, u'label': u'MarketLocation'}]",,,
"Because Staples employees live and work in the same areas as you, we understand your requirements and are able to provide customised solutions to suit your business.",None,article_00463.pre.xmi:033,[],,,
Single Source,None,article_00463.pre.xmi:034,[],,,
"SimpleWater, Inc",None,article_00464.pre.xmi:001,[],,,
"Providing sophisticated environmental testing and treatment services, for everyone.",About,article_00464.pre.xmi:002,"[{u'text': 'environmental testing and treatment services', u'endOffset': 68, u'beginOffset': 24, u'label': u'ProductService'}]",,,
"We translate the complexities of water science and engineering into a tool called Tap Score , a Water Testing Kit designed to be clear, sophisticated and actionable.",None,article_00464.pre.xmi:003,[],,,
Our vision is to provide supreme testing services for all environmental health and justice causes.,About,article_00464.pre.xmi:004,"[{u'text': 'Our', u'endOffset': 3, u'beginOffset': 0, u'label': u'Company'}, {u'text': 'provide supreme testing services for all environmental health and justice causes', u'endOffset': 97, u'beginOffset': 17, u'label': u'Purpose'}]",,,
It all started when...,None,article_00464.pre.xmi:005,[],,,
We criss-cossed California and determined that nobody was testing their water.,None,article_00464.pre.xmi:006,[],,,
Less than 5% of families had performed even a water test.,None,article_00464.pre.xmi:007,[],,,
Even those living in contaminated areas.,None,article_00464.pre.xmi:008,[],,,
"At that time, we had set out to demonstrate how Electrochemical Arsenic Remediation was a more efficient and lower cost process for removing dangerous contaminants from American groundwater.",None,article_00464.pre.xmi:009,[],,,
"Along with UC Berkeley Lab, we learned that it worked... really well and we also learned:",None,article_00464.pre.xmi:010,[],,,
US Public Water Systems are chronically underfunded,None,article_00464.pre.xmi:011,[],,,
Millions of Private Well Owners lack critical water resources,None,article_00464.pre.xmi:012,[],,,
Water quality was almost always worst than what folks imagined.,None,article_00464.pre.xmi:013,[],,,
So we built Tap Score .,None,article_00464.pre.xmi:014,[],,,
"A sophisticated water testing and analyis product that tells you what's in your water, what it means for your health and if neecesssary, what you can do about it.",None,article_00464.pre.xmi:015,[],,,
Our goal is Simpler Water.,About,article_00464.pre.xmi:016,"[{u'text': 'Our', u'endOffset': 3, u'beginOffset': 0, u'label': u'Company'}, {u'text': 'Simpler Water', u'endOffset': 25, u'beginOffset': 12, u'label': u'Purpose'}]",,,
Contact Us,None,article_00465.pre.xmi:001,[],,,
Careers,None,article_00465.pre.xmi:002,[],,,
"Haldor Advanced Technologies is a dynamic, rapidly growing company that offers an innovative solution for surgical item visibility.",About,article_00465.pre.xmi:003,"[{u'text': 'Haldor Advanced Technologies', u'endOffset': 28, u'beginOffset': 0, u'label': u'Company'}, {u'text': 'solution for surgical item visibility', u'endOffset': 130, u'beginOffset': 93, u'label': u'ProductService'}]",,,
Haldor strives for excellence and provides an exciting place to work.,None,article_00465.pre.xmi:004,[],,,
We welcome talented and motivated individuals to join our team.,None,article_00465.pre.xmi:005,[],,,
Submit your curriculum vitae to jobs@haldor-tech.com .,None,article_00465.pre.xmi:006,[],,,
US Support Engineer,None,article_00465.pre.xmi:007,[],,,
"The US Support Engineer will be required to provide support to end users, mostly hospitals and healthcare providers, partners, and distributors.",None,article_00465.pre.xmi:008,[],,,
"The Support Engineer is to provide troubleshooting and technical support via phone, web-based tools, and email; advise customers regarding the product's proper use and address specific user issues.",None,article_00465.pre.xmi:009,[],,,
"During problem escalation, act as a liaison between the customer and 2nd tier support.",None,article_00465.pre.xmi:010,[],,,
"The candidate should be highly experienced in providing excellent customer service and problem resolution, as well as installation and configuration of enterprise software products.",None,article_00465.pre.xmi:011,[],,,
Read More,None,article_00465.pre.xmi:012,[],,,
Software Engineer,None,article_00465.pre.xmi:013,[],,,
"The Software Engineer will be required to work independently and within a team, understand customer's functional requirements, introduce software modifications, conduct performance tests and design expansion modules; develop complex structured software that runs effectively on cross platforms and interacts with databases and healthcare IT systems.",None,article_00465.pre.xmi:014,[],,,
Weâre building the next,None,article_00466.pre.xmi:001,[],,,
generation of consumer,None,article_00466.pre.xmi:002,[],,,
financial health,None,article_00466.pre.xmi:003,[],,,
Who We Are,None,article_00466.pre.xmi:004,[],,,
MoneyLion launched in 2013 with a mission to give more consumers access to financial products and financial wellness.,About,article_00466.pre.xmi:005,"[{u'text': u'MoneyLion', u'endOffset': 9, u'beginOffset': 0, u'label': u'Company'}, {u'text': u'financial products and financial wellness', u'endOffset': 116, u'beginOffset': 75, u'label': u'ProductService'}]",,,
"Weâve designed our personal loans and financial management tools to be transparent, simple and most importantly to empower our customers to reach their financial goals.",About,article_00466.pre.xmi:006,"[{u'text': u'We\xe2\x80\x99ve', u'endOffset': 7, u'beginOffset': 0, u'label': u'Company'}, {u'text': u'personal loans and financial management tools', u'endOffset': 66, u'beginOffset': 21, u'label': u'ProductService'}, {u'text': u'transparent, simple and most importantly to empower our customers to reach their financial goals', u'endOffset': 169, u'beginOffset': 73, u'label': u'ValueProposition'}]",,,
"To that end, we use data analytics and machine learning techniques to enable superior underwriting and the development of tailored recommendations, all delivered from our mobile and desktop apps.",None,article_00466.pre.xmi:007,[],,,
Our Leadership Team,None,article_00466.pre.xmi:008,[],,,
We care about giving back.,None,article_00467.pre.xmi:001,[],,,
We believe that something is missing from the nonprofit-donor relationship.,None,article_00467.pre.xmi:002,[],,,
"We believe nonprofits and supporters can do more good together, by authentically connecting – like you would in a real relationship.",None,article_00467.pre.xmi:003,[],,,
We know people are busy.,None,article_00467.pre.xmi:004,[],,,
We make it easy for donors to create a personalized online experience that delivers meaningful updates from causes they're passionate about.,None,article_00467.pre.xmi:005,[],,,
We believe when donors know more they are inspired to act.,None,article_00467.pre.xmi:006,[],,,
We believe something has to change.,None,article_00467.pre.xmi:007,[],,,
We believe we're the ones to do it.,None,article_00467.pre.xmi:008,[],,,
"We created GoodUnited to help donors and nonprofits do more good, together.",None,article_00467.pre.xmi:009,[],,,
Meet our team and see what causes we care about:,None,article_00467.pre.xmi:010,[],,,
Suicide Prevention,None,article_00467.pre.xmi:011,[],,,
by admin,None,article_00468.pre.xmi:001,[],,,
"Since opening shop in 1980, Carolina First Associates has built our reputation on providing sound business solutions for companies.",About,article_00468.pre.xmi:002,"[{u'text': 'Carolina First Associates', u'endOffset': 53, u'beginOffset': 28, u'label': u'Company'}, {u'text': 'sound business solutions', u'endOffset': 116, u'beginOffset': 92, u'label': u'ProductService'}]",,,
"With more than 35 years' experience in fringe benefits counseling and human resource assistance, we help businesses navigate the intricacies of evaluating and purchasing employee benefit plans, wellness programs and employee education and communication strategies.",About,article_00468.pre.xmi:003,"[{u'text': 'benefits counseling and human resource assistance', u'endOffset': 95, u'beginOffset': 46, u'label': u'ProductService'}, {u'text': 'help businesses navigate the intricacies of evaluating and purchasing employee benefit plans, wellness programs and employee education and communication strategies', u'endOffset': 263, u'beginOffset': 100, u'label': u'ValueProposition'}]",,,
"Through long-standing relationships with a variety of carriers, we identify and assemble the most competitive, cost-effective and comprehensive group benefits options for our clients.",None,article_00468.pre.xmi:004,[],,,
"Our quality product offerings and awareness of industry issues and legislation, coupled with our ability to educate others about both, make us unique.",None,article_00468.pre.xmi:005,[],,,
"Strong relationships with a variety of providers, our dedicated customer service system and efficiency achieved through technology are all tools we use to ensure the best options are made available to our clients every day.",None,article_00468.pre.xmi:006,[],,,
"Our depth of experience in the ever-changing era of health care reform help us understand and overcome the high costs, limited options and limited control over carrier choices faced by most businesses.",None,article_00468.pre.xmi:007,[],,,
Dedication to our clients in this arena is unparalleled.,None,article_00468.pre.xmi:008,[],,,
"It's reflected in the trust our clients place in us to deal fairly with them on all fronts, research their needs and provide solutions, and help them make accurate, informed decisions.",None,article_00468.pre.xmi:009,[],,,
"It is our goal to not only provide the best business solutions for our clients, but also to simplify the implementation.",About,article_00468.pre.xmi:010,"[{u'text': 'our', u'endOffset': 9, u'beginOffset': 6, u'label': u'Company'}, {u'text': 'provide the best business solutions for our clients, but also to simplify the implementation', u'endOffset': 119, u'beginOffset': 27, u'label': u'Purpose'}]",,,
"Whether we serve as your day-to-day broker, conduct regular evaluations and recommendations, provide training and resources to your human resource department, or assist your employees, we aim to make management of your benefits solutions hassle-free.",None,article_00468.pre.xmi:011,[],,,
Our Products,None,article_00468.pre.xmi:012,[],,,
Who We Are,None,article_00469.pre.xmi:001,[],,,
Who we are,None,article_00469.pre.xmi:002,[],,,
"For 15 years, Pharmaca has been a force for change in the world of natural health and beauty, empowering customers to think outside the box when it comes to the way they manage their own health and the products they use.",About,article_00469.pre.xmi:003,"[{u'text': u'Pharmaca', u'endOffset': 22, u'beginOffset': 14, u'label': u'Company'}, {u'text': u'natural health and beauty', u'endOffset': 92, u'beginOffset': 67, u'label': u'ProductService'}]",,,
"Our holistic approach offers a variety of tools for healthy living, including the highest-quality vitamins, hard-to-find herbal and homeopathic formulas, and non-toxic skin care and cosmetics that will leave your skin feeling as good as it looks.",About,article_00469.pre.xmi:004,"[{u'text': u'Our', u'endOffset': 3, u'beginOffset': 0, u'label': u'Company'}, {u'text': u'vitamins', u'endOffset': 106, u'beginOffset': 98, u'label': u'ProductService'}, {u'text': u'herbal and homeopathic formulas', u'endOffset': 152, u'beginOffset': 121, u'label': u'ProductService'}]",,,
"The products offered here were selected based on the expertise of the many health care professionals that work in Pharmaca's stores—including naturopaths, pharmacists, herbalist, nutritionists and estheticians.",None,article_00469.pre.xmi:005,[],,,
"Read on to learn more about our commitment to offering products that are truly natural, seriously effective and sustainably made.",None,article_00469.pre.xmi:006,[],,,
Truly natural.,None,article_00469.pre.xmi:007,[],,,
"Our products use nature's most powerful ingredients to nourish your body, inside and out.",None,article_00469.pre.xmi:008,[],,,
"In our collection you'll find superfood drinks made from chlorella and acai, nourishing oils from the African baobab tree and sea buckthorn bush, and cosmetics tinted with pure minerals and fruit juices.",About,article_00469.pre.xmi:009,"[{u'text': u'our', u'endOffset': 6, u'beginOffset': 3, u'label': u'Company'}, {u'text': u'superfood drinks made from chlorella and acai', u'endOffset': 75, u'beginOffset': 30, u'label': u'ProductService'}, {u'text': u'nourishing oils', u'endOffset': 92, u'beginOffset': 77, u'label': u'ProductService'}, {u'text': u'cosmetics tinted with pure minerals and fruit juices', u'endOffset': 202, u'beginOffset': 150, u'label': u'ProductService'}]",,,
"We carefully monitor our products to ensure they contain only the ingredients you want, and nothing you don't—like parabens, phthalates, PEGs, sulfates, petroleum...you get the idea.",None,article_00469.pre.xmi:010,[],,,
"We believe that if it hasn't been absolutely been proven safe, it has no place on or in our bodies.",None,article_00469.pre.xmi:011,[],,,
Seriously effective.,None,article_00469.pre.xmi:012,[],,,
The brands we carry rely on both cutting-edge research and centuries of ancient wisdom in their formulations.,None,article_00469.pre.xmi:013,[],,,
"What's more, our vitamin and supplement brands must comply with Pharmaca's strict Quality Assurance Guidelines, which ensure that their formulas are continually tested for purity and effectiveness—and ensures that you're not just wasting your money.",None,article_00469.pre.xmi:014,[],,,
"If you're looking for a new way to relieve stress, get better sleep, reduce wrinkles or ease digestion, take comfort in the fact that Pharmaca's taken the guesswork out of finding health and beauty products that work the way they say they do.",None,article_00469.pre.xmi:015,[],,,
Sustainably made.,None,article_00469.pre.xmi:016,[],,,
The products we carry are made by companies that believe as we do—that we are responsible for taking good care of the earth even as we take good care of ourselves.,None,article_00469.pre.xmi:017,[],,,
"That's why we offer vitamins and supplements made with organic ingredients, cosmetics that are vegan and cruelty-free, reusable food and drink containers that keep waste out of landfills and our oceans, and skin care wrapped in recycled and recyclable packaging.",About,article_00469.pre.xmi:018,"[{u'text': u'we', u'endOffset': 13, u'beginOffset': 11, u'label': u'Company'}]",,,
Thanks for stopping by.,None,article_00469.pre.xmi:019,[],,,
Contact Us,None,article_00470.pre.xmi:001,[],,,
"In the summer of 2011, Amitav Chakravartty, co-founder of VaycayHero, booked a lovely vacation home, wired money to the owner and couldn't wait to start enjoying his vacation.",None,article_00470.pre.xmi:002,[],,,
